x,y,
433.55,131.94
433.91,131.53
432.62,132.54
433.06,133.2
433.78,134.93
432.95,135.36
433.9,134.53
433.73,133.39
433.5,132.86
433.82,133.21
434.06,132.82
433.55,132.03
432.72,131.57
432.84,132.22
432.29,133.05
432.08,132.37
431.89,132.22
430.46,132.97
430.17,132.98
430.07,132.98
430.68,132.52
431.44,132.46
431.87,132.91
431.42,132.78
430.96,133.44
429.53,134.13
428.77,133.4
428.64,133.25
429.11,134.06
429.99,132.94
428.84,133.67
428.34,133.7
428.85,133.93
428.48,135.81
429.5,135.12
429.56,134.57
431.37,133.97
432.89,133.65
431.71,133.21
431.53,132.8
434.37,132.53
434.66,132.85
434.93,132.78
434.92,133.3
436.54,133.28
435.67,132.7
435.42,132.38
437.42,131.05
437.53,131.06
438,130.99
437.76,131.15
436.75,131.01
436.91,131.34
436.71,130.69
436.06,130.63
435.87,129.91
435.09,130.36
436.07,129.77
436.08,129.46
436.75,130.18
437.67,130.17
437.61,130.22
439.24,129.97
437.57,129.19
438.82,128.03
438.34,127.14
438.22,127.47
438.38,127.75
437.15,127.32
437.67,127.51
437.12,126.94
437.02,126.95
436.33,127.3
434.92,127.44
434.17,128.77
433.63,128.97
433.08,129.07
434.02,128.38
435.77,127.73
436.52,127.76
437.52,128.51
436.3,128.04
434.19,127.9
434.43,126.7
434.52,126.23
433.72,125.84
433.69,125.85
434.69,126.27
434.92,127.33
435.18,127.82
435.65,128.19
435.05,128.53
435.59,128.13
435.35,127.57
435.32,127.05
433.96,127.77
433.94,128.78
433.89,128.41
434.01,127.91
433.59,127.62
433.87,128.74
435.53,128.64
434.94,127.47
435.12,126.75
434.63,126.65
435,126.15
435.29,126.12
434.8,126.33
433.44,125.75
433.4,126.51
432.22,126.66
433.07,127.11
434.23,127.83
433.98,127.3
432.63,127.2
432.22,127.38
432.74,127.71
432.46,128.11
433.1,128.79
432.83,129.1
433.48,128.84
432.67,129.91
432.46,130.09
431.77,129.33
432.41,129.33
433.3,128.8
433.93,128.59
432.34,128.32
432.67,128.68
431.75,128.21
431.79,129.77
431.42,130.04
431.8,129.8
432.31,129.91
431.84,129.45
431.18,129.25
430.87,128.9
431.49,129.07
429.94,128.62
428.92,128.42
429.03,128.37
429.33,129.4
430.64,129.63
431.78,129.29
432,130.51
433.27,130.46
432.6,130.83
432.28,130.01
431.04,130.29
430.03,130.63
430.13,131.16
434.81,130.29
433.23,129.19
434.95,129.18
431.84,129.05
427.11,127.73
421.44,127.06
414.79,125.48
413.83,124.99
414.32,125.46
411.66,125.67
405.25,124.93
399,125.43
394.98,123.33
392.36,122.53
391.03,121.89
389.32,120.7
385.55,118.71
380.94,117.41
379.05,118.02
375.11,117.95
370.93,117.11
367.4,115.34
364.64,113.07
360.97,110.24
357.35,105.84
352.99,102.88
349.93,100.89
346.73,100.39
343.45,97.86
341.38,91.4
335.17,89.97
327.69,86.3
317.54,82.79
314.58,80.72
314.7,79.19
310.64,75.75
305.54,73.93
298.66,71.68
297.9,71.33
294.29,70.12
286.37,68.34
274.68,66.88
263.15,66.44
258.73,66.85
255.52,66.96
247.17,66.02
236.34,65.83
224.07,66.14
216.97,68.98
216.66,70.08
211.75,68.95
203.48,67.41
184.31,65.72
181.5,64.06
180.52,64.18
179.41,64.16
175.85,64.25
166.88,64.33
159.6,64.09
151.01,64.32
143.88,64
138.53,63.75
132.8,62.87
132.05,62.79
133.72,63.44
133.58,64.74
135.49,65.54
136.67,66.95
136.09,67.41
136.95,67.92
137.21,68.08
138.16,67.54
139,67.24
139.19,67.39
138.84,67.1
139.15,67.2
138.12,67.26
137.13,66.7
136.76,67.44
136.06,66.96
134.91,67.23
135.73,67.39
134.01,67.93
133.56,68.64
132.42,68.3
132.6,68.25
132.98,68.12
133.21,68.67
133.66,68.8
133.35,68.61
133.3,67.37
133.26,67.83
133.14,68.28
133.94,68.27
134.13,68.63
133.88,68.46
133.62,68.23
132.64,68.74
131.39,68.79
131.24,68.41
132,68.82
131.52,69.54
131.14,68.88
130.53,68.43
131.47,67.73
132.09,67.56
131.49,67.56
131.07,67.11
131.09,67.3
131.68,66.01
131.53,66.44
131.49,66
132.04,65.7
132.2,65.39
132.08,65.63
131.23,66.14
131.6,66.69
131.98,67.2
132.39,67.82
132.26,67.64
132.57,68.75
132.57,68.95
133.77,68.75
134.59,68.21
134.66,68.25
134.61,67.51
134.96,67.65
136.07,67.96
137.09,67.62
137.06,68.61
137.26,68.77
137.12,69.03
137.3,69.29
137.2,69.71
136.93,69.14
137.72,68.94
137.55,69.25
138.46,69.39
138.21,69.5
137.71,69.94
137.51,69.84
138.03,69.25
138.58,68.71
138.87,69.24
139.26,69.98
139.33,70.34
138.89,71.04
139.74,71.13
140.95,71.58
139.49,71.89
140.37,71.17
140.33,71.32
139.5,72.43
141.25,72.69
140.23,73.42
140.86,73.55
142.45,73.24
143.54,73.97
144.47,73.74
144.36,74.57
144.66,74.9
145.78,75.3
145.78,74.4
146.34,74.44
145.73,74.91
145.33,75.58
145.6,75.66
145.11,75.4
146.09,75.53
145.22,75.4
145.22,75.47
145.02,75.44
145.23,75.04
144.91,75.21
144.91,75.28
144.66,76.13
144.36,75.94
144.17,75.83
143.56,75.21
143.03,74.86
141.43,75.52
142.23,75.47
141.3,75.55
141.55,74.93
141.36,75.06
139.74,76
139.02,76.3
138.32,76.39
138.03,75.71
138.88,76.07
138.8,77.04
138.61,76.82
137.98,76.88
136.48,77.04
135.47,76.68
135.74,76.86
136.32,76.61
136.63,75.62
136.32,75.87
135.5,76.6
134.84,77.2
134.95,76.94
135.22,76.22
135.6,75.78
136.18,76.34
136.51,75.83
135.64,76.07
135.11,75.64
135.18,74.95
136.17,75.16
136.33,75.39
136.83,75.37
138,75.41
138.18,75.09
138.92,74.94
139.36,74.95
138.47,74.51
138.92,74.78
139.12,74.43
139.19,73.9
139.21,73.57
138.11,74.75
139.03,74.84
140.18,74.55
141.14,75.24
140.65,74.51
140.36,76.03
140.85,75.69
142.7,75.66
142.56,75.78
143.04,75.15
142.99,75.54
143.03,75.34
142.51,75.87
142.84,76.33
143.36,76.64
144.06,76.43
143.52,76.94
142.98,76.21
143.41,76.7
143.9,76.57
143.63,76.6
144.97,76.55
144.73,77.3
144.91,77.55
145.18,77.38
144.85,76.59
144.47,76.66
145.12,76.74
144.96,76.81
144.72,77.42
145.42,76.83
145.71,76.9
145.43,76.27
146.46,76.2
146.04,77.1
147.03,77.54
146.94,78.34
146.87,79.59
146.41,79.14
146.19,78.98
145.22,78.12
143.63,76.84
142.25,75.72
141.82,73.4
140.41,72.85
138.96,70.74
138.64,68.68
137.81,66.29
137.81,64.85
137.68,63.38
136.54,62.34
136.59,61.43
137.01,59.73
137.25,58.45
136.93,57.12
135.32,56.36
136.35,56.51
136.51,56.37
136.31,56.15
135.88,54.79
135.97,55.05
135.86,54.69
134.77,54.54
134.16,54.85
133.74,54.8
134.02,54.7
134.33,55.16
134.21,54.67
133.41,54.78
132.81,54.57
133.29,54.27
134.22,54.57
134.31,54.28
134.53,54.06
134.91,54.07
136.17,54.09
136.02,54.47
135.51,54.63
135.34,55.22
135.29,55.21
135.28,55.77
135.6,55.33
136.36,55.34
136.42,56
136.56,55.51
135.19,55.45
134.34,54.78
134.27,54.7
134.77,54.76
134.09,54.87
133.6,54.44
134.05,54.02
134.94,54.32
133.91,54.61
134.24,53.93
134.01,53.95
133.75,54.74
134.68,54.03
134.86,53.43
135.46,53.71
135.06,53.22
134.54,53.4
134.18,53.62
133.04,53.73
132.2,53.97
131.94,54.1
131.5,53.9
132.17,53.86
132.56,53.34
133.31,53.76
132.02,54.13
132.66,54.18
132.7,53.48
132.01,53.77
132.87,53.53
132.8,53.14
132.5,52.94
131.02,53.15
131.41,53.55
132.35,53.8
132.89,53.58
133.02,52.98
132.13,52.34
132.88,52.05
132.18,52.18
131.57,52.35
131.64,53.35
130.86,53.25
131.23,53.33
131.08,52.2
131.02,52.39
131.1,53.22
130.66,53.17
130.45,52.78
130.07,52.3
129.68,52.72
130.84,53.14
130.83,53.68
131.48,52.68
130.14,53.31
130.51,52.95
129.43,52.52
128.23,53.31
129.51,51.64
130.13,51.34
129.89,51.58
129.57,51.58
130.28,51.68
129.1,51.84
127.14,52.45
128.29,52.32
129.01,52.57
129.26,52.42
129.96,52.24
128.63,52.73
129.26,51.84
129.69,51.67
129.65,51.54
128.99,52.08
130.08,52.22
129.97,52.14
130.32,51.95
129.44,51.82
128.48,51.08
127.34,50.65
127.52,51.02
128.56,50.98
128.92,51.72
129.56,51.64
128.99,51.22
129.09,50.46
128.77,49.82
128.66,50.31
128.15,51.55
128.06,51.3
128.39,51.01
127.73,51.65
128.15,51.1
128.45,51.25
128.85,51.8
129.16,52.01
129.81,51.41
130.11,50.21
128.99,50.54
127.76,51.17
126.71,51.4
126.04,51.06
126.22,49.95
126.44,50.28
127.2,50.55
128.44,51.08
129.12,51.48
129.88,50.84
129.45,50.48
127.88,49.88
128,49.6
127.89,50.21
128.33,50.21
129.69,50.68
129.71,50.18
129.03,50.26
128.7,50.14
128.27,50.19
128.18,49.68
128.91,49.91
128.86,50.68
129.1,50.62
129.31,50.38
129.63,49.89
130.54,49.44
130.8,49.19
130.92,49.61
130.56,50.24
130.22,50.28
129.9,49.68
129.97,49.44
130.26,49.59
131.2,49.81
130.96,49.51
129.93,50.71
129.94,50.77
129.83,51.07
130.38,49.83
130.64,49.84
130.52,50.34
130.34,50.89
130.75,51.55
131.66,51.27
131.77,51.19
132.77,51.26
132.31,51.6
132.69,51.11
132.89,50.59
133.01,51.13
133.68,51.44
134.19,51.2
134.79,50.52
134.59,50.04
134.51,50.28
134.33,50.09
133.24,50.92
133.52,50.59
133.56,50.59
134.19,51.38
135.07,51.3
135.1,51.15
136.44,50.97
136.68,50.54
135.59,51.94
135.52,51.79
135.45,51.88
135.42,52
135.15,51.62
135.67,51.4
135.34,51.98
136.23,52.46
136.47,53.35
136.9,53.59
136.75,55.18
137.16,55.03
137.64,55.53
137.94,55.82
138.09,55.44
141.58,55.78
146,55.73
156.16,55.91
167.71,57.15
170.98,58.8
172.52,61.7
176.4,64.08
189.93,66.58
196.49,69.24
206.14,72.66
205.87,74.54
206.68,75.6
210.28,75.52
219.88,74.59
224.85,73.74
230.72,72.96
236.49,73.77
236.6,74.5
238.06,74.67
241.22,74.39
246.29,72.5
251.17,70.24
253.83,69.73
257.67,68.58
260.11,68.41
262.65,67.98
264.33,67.66
265.99,67.63
267.29,67.14
268.25,67
268.09,67
268.85,67.45
269.49,67.26
269.43,66.53
268.49,66.73
269.16,66.74
268.55,66.56
268.5,65.8
268.98,65.93
268.78,66.66
268.72,66.95
268.98,66.96
270.28,67.11
271.47,66.27
272.51,66.26
272.37,65.82
272.14,65.79
272.73,65.65
273.59,65.8
274.59,65.7
274.86,65.75
274.67,66.24
274.66,66.09
273.99,66.83
274.04,67.37
274.71,66.9
274.48,66.65
275.09,66.02
274.83,66.36
274.83,66.74
274.86,67.13
274.77,67.28
275.29,67.36
274.54,67.15
274.99,66.81
274.36,67.01
274.12,66.82
274.23,66.67
274.65,66.61
273.99,67.61
274.12,67.91
275.02,68.61
274.3,68.47
273.65,68.18
273.26,68.62
273.87,68.43
274.57,68.48
275.77,68.28
275.92,67.34
276,67.22
276.23,67.37
274.41,68.93
273.98,69.25
274.31,68.68
274.21,66.97
274.69,67.4
274.71,67.58
275.37,67.4
274.17,68.24
274.41,68.13
274.47,68.29
274.42,68.53
274,68.33
273.3,67.97
273.33,67.66
273.29,68.29
273.47,69.3
273.93,68.86
273.24,68.65
273.36,68.22
273.45,68.62
273.06,68.91
272.83,69.35
272.75,69
272.94,67.88
272.65,67.99
272.58,68.47
272.98,68.99
272.3,68.81
272.17,68.83
272.01,68.99
272.58,69.11
271.78,69.47
272.57,68.97
271.91,67.99
271.32,68.13
271.31,67.55
271.58,67.46
271.13,67.97
271.58,67.99
271.38,68.35
271.07,68.61
270.57,69
271.06,68.9
271.05,69.33
270.55,68.63
271.16,67.66
272.07,67.26
272.43,66.91
272.22,66.77
272.63,67.03
271.78,67.77
270.11,68.12
269.96,68.47
270.34,68.34
270.95,68.01
271.99,67.48
272.07,67.83
271.88,68.24
271.98,68
271.94,67.68
271.66,67.37
271.73,66.62
271.75,67.47
272.13,67.14
272.53,67.49
273.17,67.26
273.51,67.26
273.41,66.45
273.07,66.61
273.51,66.59
273.48,66.96
273.22,66.88
272.26,67.28
271.87,67.77
271.15,67.88
270.66,68.07
270.36,68.27
270.94,68.09
271,67.62
271.21,67.73
271.73,66.91
272.5,67.07
272.14,67.26
271.47,67.35
271.4,67.47
271.47,66.71
270.96,66.68
270.56,67.33
270.36,67.88
271.31,68.28
271.08,68.12
271.81,67.92
271.62,68.09
271.26,67.9
271.45,68.18
271.12,68.67
270.74,68.6
270.83,67.35
271.61,67.62
271.54,67.34
271.16,67.04
270.61,67.1
270.61,67.67
270.8,67.67
270.94,67.91
271.22,67.84
271.33,67.41
271.95,66.94
270.74,67.23
270.26,67.03
270.23,66.55
270.41,66.34
270.35,66.18
270.42,66.33
270.36,66.29
270.17,66.45
270.77,66.42
270.21,66.48
270.5,66.29
269.89,67.44
270.39,67.33
270.66,67.31
270.94,67.5
270.55,67.35
270.77,67.65
269.57,67.06
270.04,66.74
270.53,66.07
271.12,65.75
271.21,65.61
271.67,65.54
271.25,66.16
270.6,66.61
269.78,66.7
270.24,66.56
271.35,65.66
271.52,64.84
271.87,65.14
271.76,65.51
271.57,65.8
271.15,66.22
270.79,66.88
269.88,67.33
269.98,67.69
270.09,67.04
270.83,66.39
271.02,66.63
270.32,67.16
269.86,67.78
270.23,66.92
269.76,66.51
269.76,66.49
270.79,66.02
271.58,67.17
271.43,67.46
270.31,67.84
269.88,67.61
270.07,67.26
270.11,66.99
270.07,66.94
270.12,66.8
269.71,66.26
269.21,66.27
269.39,66.17
269.5,65.94
269.54,66.15
270.07,66.05
270.85,66.02
271.4,66.15
270.86,66.29
270.93,65.69
270.66,65.18
270.6,65.6
270.56,65.7
270.66,65.18
269.7,65.47
269.27,65.72
268.58,65.69
267.54,65.8
267.36,65.82
266.83,65.68
266.39,65.49
267.34,65.45
267.13,65.27
266.3,65.05
266.58,65.29
266.82,65.38
266.69,65.64
268.18,64.67
268.83,64.42
269.45,64.19
269.34,64.54
268,65.12
267.68,64.8
267.3,64.51
266.74,64.98
266.61,65.55
266.64,65.57
266.76,66.16
267.05,65.49
266.26,65.92
265.87,65.56
265.8,65.8
266.3,65.67
266.57,64.78
265.92,64.02
265.67,64.4
265.32,64.45
265.22,64.15
